title,genres,cast,crew,runtime,vote_count,monthFact,actorFact,genFact,budget,revenue,popularity,vote_average,IMDB,rotten,metaC,release_date
The Fugitive,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]","{0: 'Harrison Ford', 1: 'Tommy Lee Jones', 2: 'Sela Ward', 3: 'Julianne Moore', 4: 'Joe Pantoliano', 5: 'Andreas Katsulas', 6: 'Jeroen Krabbé'}",Andrew Davis,130,1220,1,1,1,44000000,368875760,54.884297,7.2,0.78,0.96,0.88,1993-08-06
The Bounty Hunter,"[{""id"": 28, ""name"": ""Action""}]","{0: 'Gerard Butler', 1: 'Jennifer Aniston', 2: 'Gio Perez', 3: 'Siobhan Fallon', 4: 'Joel Garland', 5: 'Jason Kolotouros', 6: 'Matt Malloy'}",Andy Tennant,110,858,0,0,1,40000000,136000000,33.747825,5.5,0.55,0.13,0.22,2010-03-16
Sleepers,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Robert De Niro', 1: 'Brad Pitt', 2: 'Kevin Bacon', 3: 'Jason Patric', 4: 'Ron Eldard', 5: 'Billy Crudup', 6: 'Dustin Hoffman'}",Barry Levinson,147,715,0,1,1,44000000,165615285,16.245068,7.3,0.76,0.73,0.49,1996-10-18
Heaven's Gate,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 37, ""name"": ""Western""}]","{0: 'Kris Kristofferson', 1: 'Christopher Walken', 2: 'John Hurt', 3: 'Isabelle Huppert', 4: 'Sam Waterston', 5: 'Brad Dourif', 6: 'Jeff Bridges'}",Michael Cimino,219,55,0,0,1,44000000,3484331,5.380124,6.4,0.68,0.57,0.57,1980-11-19
Underworld: Evolution,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Kate Beckinsale', 1: 'Scott Speedman', 2: 'Tony Curran', 3: 'Shane Brolly', 4: 'Derek Jacobi', 5: 'Bill Nighy', 6: 'Steven Mackintosh'}",Len Wiseman,106,1528,0,0,1,50000000,111340801,49.020045,6.4,0.67,0.16,0.36,2006-01-12
Victor Frankenstein,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'James McAvoy', 1: 'Daniel Radcliffe', 2: 'Jessica Brown Findlay', 3: 'Andrew Scott', 4: 'Charles Dance', 5: 'Louise Brealey', 6: 'Mark Gatiss'}",Paul McGuigan,109,685,0,1,1,40000000,34227298,24.821138,5.6,0.6,0.24,0.36,2015-11-10
Finding Forrester,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Sean Connery', 1: 'Rob Brown', 2: 'F. Murray Abraham', 3: 'Anna Paquin', 4: 'Busta Rhymes', 5: 'April Grace', 6: 'Michael Pitt'}",Gus Van Sant,136,302,0,0,0,43000000,80049764,19.043286,7,0.73,0.74,0.62,2000-12-21
28 Days,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Sandra Bullock', 1: 'Viggo Mortensen', 2: 'Dominic West', 3: 'Elizabeth Perkins', 4: 'Alan Tudyk', 5: 'Steve Buscemi', 6: 'Reni Santoni'}",Betty Thomas,103,208,0,0,1,43000000,0,5.418921,6,0.6,0.31,0.46,2000-04-06
Unleashed,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Jet Li', 1: 'Morgan Freeman', 2: 'Bob Hoskins', 3: 'Vincent Regan', 4: 'Dylan Brown', 5: 'Tamer Hassan', 6: 'Phyllida Law'}",Louis Leterrier,103,518,0,1,1,45000000,50871113,25.999888,6.6,0.7,0.65,0.58,2005-02-02
The Sweetest Thing,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]","{0: 'Cameron Diaz', 1: 'Christina Applegate', 2: 'Thomas Jane', 3: 'Selma Blair', 4: 'Jason Bateman', 5: 'Parker Posey', 6: 'Frank Grillo'}",Roger Kumble,84,280,0,1,1,43000000,68696770,18.65632,5.3,0.51,0.26,0.32,2002-04-12
The Firm,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Tom Cruise', 1: 'Jeanne Tripplehorn', 2: 'Gene Hackman', 3: 'Holly Hunter', 4: 'Ed Harris', 5: 'Hal Holbrook', 6: 'Jerry Hardin'}",Sydney Pollack,154,501,0,1,1,42000000,270248367,23.736535,6.6,0.68,0.76,0.58,1993-06-30
Charlie St. Cloud,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Zac Efron', 1: 'Amanda Crew', 2: 'Charlie Tahan', 3: 'Augustus Prew', 4: 'Donal Logue', 5: 'Kim Basinger', 6: 'Ray Liotta'}",Burr Steers,99,566,1,0,0,44000000,48190704,21.75433,6.8,0.65,0.27,0.37,2010-05-01
The Mechanic,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Jason Statham', 1: 'Ben Foster', 2: 'Donald Sutherland', 3: 'Mini Anden', 4: 'Tony Goldwyn', 5: 'Christa Campbell', 6: 'Katarzyna Wolejnio'}",Simon West,93,1045,0,0,1,40000000,51070807,44.094856,6.3,0.66,0.52,0.49,2011-01-13
21 Jump Street,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Channing Tatum', 1: 'Jonah Hill', 2: 'Brie Larson', 3: 'Dave Franco', 4: 'Ellie Kemper', 5: 'Ice Cube', 6: 'Nick Offerman'}",Christopher Miller,109,4074,0,0,1,42000000,201585328,62.714026,6.7,0.72,0.85,0.69,2012-03-12
Notting Hill,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Julia Roberts', 1: 'Hugh Grant', 2: 'Gina McKee', 3: 'Tim McInnerny', 4: 'Rhys Ifans', 5: 'Emma Chambers', 6: 'Hugh Bonneville'}",Roger Michell,124,1262,1,0,1,42000000,363889678,28.969151,7,0.71,0.83,0.66,1999-05-13
Chicken Run,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","{0: 'Mel Gibson', 1: 'Miranda Richardson', 2: 'Timothy Spall', 3: 'Imelda Staunton', 4: 'Jane Horrocks', 5: 'Phil Daniels', 6: 'Lynn Ferguson'}",Peter Lord,84,1150,0,0,1,45000000,224834564,31.789029,6.5,0.7,0.97,0.88,2000-06-21
Along Came Polly,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Ben Stiller', 1: 'Jennifer Aniston', 2: 'Philip Seymour Hoffman', 3: 'Debra Messing', 4: 'Alec Baldwin', 5: 'Hank Azaria', 6: 'Bryan Brown'}",John Hamburg,90,773,0,1,1,42000000,171963386,33.238296,5.8,0.59,0.25,0.44,2004-01-16
Boomerang,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Eddie Murphy', 1: 'Robin Givens', 2: 'Halle Berry', 3: 'David Alan Grier', 4: 'Grace Jones', 5: 'Martin Lawrence', 6: 'Geoffrey Holder'}",Reginald Hudlin,117,134,0,1,1,40000000,70100000,6.420434,5.4,0.54,0.4,0.45,1992-06-30
The Heat,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Sandra Bullock', 1: 'Melissa McCarthy', 2: 'Demián Bichir', 3: 'Michael Rapaport', 4: 'Taran Killam', 5: 'Marlon Wayans', 6: 'Andy Buckley'}",Paul Feig,117,1575,0,0,1,43000000,158674180,37.654688,6.5,0.66,0.65,0.6,2013-06-27
Cleopatra,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Elizabeth Taylor', 1: 'Richard Burton', 2: 'Rex Harrison', 3: 'Roddy McDowall', 4: 'Martin Landau', 5: 'Hume Cronyn', 6: 'Andrew Keir'}",Joseph L. Mankiewicz,248,146,0,0,0,31115000,71000000,13.244365,6.7,0.7,0.56,0.6,1963-06-12
The Mothman Prophecies,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]","{0: 'Richard Gere', 1: 'Laura Linney', 2: 'Will Patton', 3: 'Bob Tracey', 4: 'Debra Messing', 5: 'Tom Stoviak', 6: 'David Eigenberg'}",Mark Pellington,119,305,0,0,0,32000000,55157539,14.733513,6.1,0.65,0.52,0.52,2002-01-25
Brüno,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Sacha Baron Cohen', 1: 'Richard Bey', 2: 'Ron Paul', 3: 'Gustaf Hammarsten', 4: 'Clifford Bañagale', 5: 'Josh Meyers', 6: 'Chris Martin'}",Larry Charles,83,518,1,0,1,42000000,0,16.122168,5.4,0.58,0.67,0.54,2009-07-08
Licence to Kill,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Timothy Dalton', 1: 'Carey Lowell', 2: 'Robert Davi', 3: 'Talisa Soto', 4: 'Anthony Zerbe', 5: 'Frank McRae', 6: 'David Hedison'}",John Glen,133,541,1,0,1,32000000,156167015,28.22119,5.9,0.66,0.77,0.58,1989-07-07
Red Riding Hood,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]","{0: 'Amanda Seyfried', 1: 'Gary Oldman', 2: 'Billy Burke', 3: 'Shiloh Fernandez', 4: 'Max Irons', 5: 'Julie Christie', 6: 'Lukas Haas'}",Catherine Hardwicke,100,922,0,1,1,42000000,89162162,45.151657,5.6,0.54,0.1,0.29,2011-03-11
15 Minutes,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Robert De Niro', 1: 'Charlize Theron', 2: 'Edward Burns', 3: 'Kelsey Grammer', 4: 'Avery Brooks', 5: 'Vera Farmiga', 6: 'Kim Cattrall'}",John Herzfeld,120,191,0,0,1,60000000,56359980,15.205371,5.7,0.61,0.33,0.34,2001-03-01
Lord of War,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Nicolas Cage', 1: 'Bridget Moynahan', 2: 'Jared Leto', 3: 'Ethan Hawke', 4: 'Eamonn Walker', 5: 'Ian Holm', 6: 'Sammi Rotibi'}",Andrew Niccol,122,1335,0,0,1,42000000,24127895,34.828241,7,0.76,0.61,0.62,2005-09-16
One for the Money,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Katherine Heigl', 1: ""Jason O'Mara"", 2: 'Daniel Sunjata', 3: 'John Leguizamo', 4: 'Sherri Shepherd', 5: 'Debbie Reynolds', 6: 'Patrick Fischler'}",Julie Anne Robinson,91,388,0,0,1,40000000,36893721,19.438503,5.3,0.53,0.02,0.22,2012-01-26
The Interview,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]","{0: 'James Franco', 1: 'Seth Rogen', 2: 'Lizzy Caplan', 3: 'Randall Park', 4: 'Diana Bang', 5: 'Timothy Simons', 6: 'Reese Alexander'}",Evan Goldberg,112,2304,0,0,1,44000000,12342632,74.168016,6.1,0.66,0.51,0.52,2014-12-25
The Warrior's Way,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Kate Bosworth', 1: 'Jang Dong-gun', 2: 'Geoffrey Rush', 3: 'Danny Huston', 4: 'Ti Lung', 5: 'Tony Cox', 6: 'Analin Rudd'}",Sngmoo Lee,100,136,0,1,1,42000000,11087569,7.349497,6.3,0.63,0.28,0.45,2010-12-02
Micmacs,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Dany Boon', 1: 'Dominique Pinon', 2: 'André Dussollier', 3: 'Jean-Pierre Marielle', 4: 'Julie Ferrier', 5: 'Yolande Moreau', 6: 'Michel Crémadès'}",Jean-Pierre Jeunet,100,148,0,0,1,33000000,14000000,7.663515,6.8,0.72,0.74,0.62,2009-10-28
8 Mile,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Eminem', 1: 'Mekhi Phifer', 2: 'Brittany Murphy', 3: 'Kim Basinger', 4: 'Michael Shannon', 5: 'Taryn Manning', 6: 'Anthony Mackie'}",Curtis Hanson,110,1626,0,0,0,41000000,215000000,32.798571,6.8,0.71,0.76,0.77,2002-11-08
A Knight's Tale,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 28, ""name"": ""Action""}]","{0: 'Heath Ledger', 1: 'Rufus Sewell', 2: 'Shannyn Sossamon', 3: 'Paul Bettany', 4: 'Laura Fraser', 5: 'Mark Addy', 6: 'Alan Tudyk'}",Brian Helgeland,132,907,1,0,1,65000000,117487473,36.670399,6.6,0.69,0.58,0.56,2001-05-11
The Medallion,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]","{0: 'Jackie Chan', 1: 'Lee Evans', 2: 'Claire Forlani', 3: 'Julian Sands', 4: 'John Rhys-Davies', 5: 'Anthony Wong', 6: 'Christy Chung'}",Gordon Chan,88,281,1,0,1,41000000,0,14.653718,5.3,0.52,0.18,0.38,2003-08-15
The Sixth Sense,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Bruce Willis', 1: 'Toni Collette', 2: 'Olivia Williams', 3: 'Haley Joel Osment', 4: 'Donnie Wahlberg', 5: 'Glenn Fitzgerald', 6: 'Mischa Barton'}",M. Night Shyamalan,107,3147,1,1,1,40000000,672806292,73.085576,7.7,0.81,0.85,0.64,1999-08-06
Man on a Ledge,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Sam Worthington', 1: 'Elizabeth Banks', 2: 'Jamie Bell', 3: 'Ed Harris', 4: 'Edward Burns', 5: 'Kyra Sedgwick', 6: 'Anthony Mackie'}",Asger Leth,102,925,0,0,1,42000000,46221189,34.041407,6.2,0.66,0.31,0.4,2012-01-13
The Big Year,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Owen Wilson', 1: 'Steve Martin', 2: 'Jack Black', 3: 'Rashida Jones', 4: 'Jim Parsons', 5: 'Anjelica Huston', 6: 'Tim Blake Nelson'}",David Frankel,100,248,0,1,1,41000000,7448385,9.419726,5.6,0.62,0.41,0.53,2011-10-13
The Karate Kid,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Ralph Macchio', 1: 'Pat Morita', 2: 'William Zabka', 3: 'Martin Kove', 4: 'Chad McQueen', 5: 'Randee Heller', 6: 'Elisabeth Shue'}",John G. Avildsen,126,891,0,0,0,8000000,90815558,28.456572,6.9,0.72,0.88,0.59,1984-06-22
American Hustle,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Christian Bale', 1: 'Bradley Cooper', 2: 'Amy Adams', 3: 'Jeremy Renner', 4: 'Jennifer Lawrence', 5: 'Louis C.K.', 6: 'Jack Huston'}",David O. Russell,138,2807,0,1,0,40000000,251171807,49.664128,6.8,0.73,0.93,0.9,2013-12-12
The Proposal,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Sandra Bullock', 1: 'Ryan Reynolds', 2: 'Mary Steenburgen', 3: 'Craig T. Nelson', 4: 'Betty White', 5: ""Denis O'Hare"", 6: 'Malin Åkerman'}",Anne Fletcher,108,1804,0,0,1,40000000,317375031,36.238968,6.7,0.67,0.44,0.48,2009-06-01
Double Jeopardy,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Tommy Lee Jones', 1: 'Ashley Judd', 2: 'Bruce Greenwood', 3: 'Annabeth Gish', 4: 'Benjamin Weir', 5: 'Jay Brazeau', 6: 'John Maclaren'}",Bruce Beresford,105,278,0,0,1,70000000,177841558,19.439386,6.2,0.64,0.25,0.4,1999-09-24
Back to the Future Part II,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Michael J. Fox', 1: 'Christopher Lloyd', 2: 'Lea Thompson', 3: 'Elisabeth Shue', 4: 'James Tolkan', 5: 'Jeffrey Weissman', 6: 'Casey Siemaszko'}",Robert Zemeckis,108,3829,0,0,1,40000000,332000000,43.345252,7.4,0.78,0.63,0.57,1989-11-20
Lucy,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Scarlett Johansson', 1: 'Morgan Freeman', 2: 'Choi Min-sik', 3: 'Amr Waked', 4: 'Julian Rhind-Tutt', 5: 'Pilou Asbæk', 6: 'Analeigh Tipton'}",Luc Besson,89,5878,1,1,1,40000000,126546825,115.241998,6.3,0.64,0.67,0.61,2014-07-14
Fifty Shades of Grey,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Dakota Johnson', 1: 'Jamie Dornan', 2: 'Jennifer Ehle', 3: 'Eloise Mumford', 4: 'Victor Rasuk', 5: 'Luke Grimes', 6: 'Marcia Gay Harden'}",Sam Taylor-Johnson,125,3254,0,0,1,40000000,571006128,98.755657,5.2,0.41,0.25,0.46,2015-02-11
Spy Kids 3-D: Game Over,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Antonio Banderas', 1: 'Carla Gugino', 2: 'Alexa PenaVega', 3: 'Daryl Sabara', 4: 'Sylvester Stallone', 5: 'Salma Hayek', 6: 'Ricardo Montalban'}",Robert Rodriguez,84,511,1,1,1,38000000,197011982,21.998734,4.7,0.42,0.45,0.57,2003-07-25
A Time to Kill,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Matthew McConaughey', 1: 'Sandra Bullock', 2: 'Samuel L. Jackson', 3: 'Kevin Spacey', 4: 'Oliver Platt', 5: 'Charles S. Dutton', 6: 'Brenda Fricker'}",Joel Schumacher,149,509,1,1,1,40000000,152266007,25.219805,7,0.74,0.65,0.54,1996-07-24
Cheaper by the Dozen,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Steve Martin', 1: 'Bonnie Hunt', 2: 'Piper Perabo', 3: 'Tom Welling', 4: 'Hilary Duff', 5: 'Kevin G. Schmidt', 6: 'Alyson Stoner'}",Shawn Levy,98,699,0,0,1,40000000,190212113,26.516624,6,0.58,0.24,0.46,2003-12-24
Lone Survivor,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]","{0: 'Mark Wahlberg', 1: 'Taylor Kitsch', 2: 'Emile Hirsch', 3: 'Ben Foster', 4: 'Yousuf Azami', 5: 'Ali Suliman', 6: 'Eric Bana'}",Peter Berg,121,1526,0,1,1,40000000,149295601,37.084384,7.4,0.75,0.76,0.6,2013-12-24
A League of Their Own,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Tom Hanks', 1: 'Geena Davis', 2: 'Madonna', 3: 'Lori Petty', 4: 'Jon Lovitz', 5: 'David Strathairn', 6: 'Garry Marshall'}",Penny Marshall,128,354,1,1,1,40000000,107458785,21.661028,6.7,0.72,0.77,0.67,1992-07-01
The Conjuring 2,"[{""id"": 27, ""name"": ""Horror""}]","{0: 'Patrick Wilson', 1: 'Vera Farmiga', 2: 'Madison Wolfe', 3: ""Frances O'Connor"", 4: 'Lauren Esposito', 5: 'Benjamin Haigh', 6: 'Patrick McAuley'}",James Wan,134,1949,1,0,0,40000000,320170008,68.794673,7,0.74,0.79,0.65,2016-05-13
The Social Network,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Jesse Eisenberg', 1: 'Andrew Garfield', 2: 'Justin Timberlake', 3: 'Armie Hammer', 4: 'Max Minghella', 5: 'Rooney Mara', 6: 'Brenda Song'}",David Fincher,120,3391,0,0,0,40000000,224920315,69.27822,7.1,0.77,0.96,0.95,2010-09-30
He's Just Not That Into You,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Ben Affleck', 1: 'Jennifer Aniston', 2: 'Drew Barrymore', 3: 'Jennifer Connelly', 4: 'Kevin Connolly', 5: 'Bradley Cooper', 6: 'Ginnifer Goodwin'}",Ken Kwapis,129,959,0,0,1,40000000,177259441,26.253357,6.2,0.64,0.4,0.47,2009-02-06
Scary Movie 4,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Anna Faris', 1: 'Regina Hall', 2: 'Craig Bierko', 3: 'Bill Pullman', 4: 'Anthony Anderson', 5: 'Leslie Nielsen', 6: 'Carmen Electra'}",David Zucker,83,750,0,0,1,45000000,178262620,32.549282,5.3,0.51,0.37,0.4,2006-04-13
Scream 3,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]","{0: 'David Arquette', 1: 'Neve Campbell', 2: 'Courteney Cox', 3: 'Patrick Dempsey', 4: 'Scott Foley', 5: 'Lance Henriksen', 6: 'Matt Keeslar'}",Wes Craven,116,736,0,0,0,40000000,161834276,24.992057,5.7,0.55,0.36,0.56,2000-02-03
Back to the Future Part III,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Michael J. Fox', 1: 'Christopher Lloyd', 2: 'Mary Steenburgen', 3: 'Thomas F. Wilson', 4: 'Lea Thompson', 5: 'Elisabeth Shue', 6: 'James Tolkan'}",Robert Zemeckis,118,2900,1,0,1,40000000,244527583,45.769562,7.1,0.74,0.74,0.55,1990-05-25
Get Hard,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Will Ferrell', 1: 'Kevin Hart', 2: 'Alison Brie', 3: 'Craig T. Nelson', 4: 'T.I.', 5: 'Edwina Findley Dickerson', 6: 'Erick Chavarria'}",Etan Cohen,100,944,0,0,1,40000000,111811453,36.301202,5.9,0.6,0.29,0.34,2015-03-26
Julie & Julia,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Meryl Streep', 1: 'Amy Adams', 2: 'Stanley Tucci', 3: 'Chris Messina', 4: 'Linda Emond', 5: 'Helen Carey', 6: 'Mary Lynn Rajskub'}",Nora Ephron,123,560,1,0,0,40000000,129540499,22.853006,6.6,0.7,0.76,0.66,2009-08-06
42,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Chadwick Boseman', 1: 'T.R. Knight', 2: 'Harrison Ford', 3: 'Nicole Beharie', 4: 'Christopher Meloni', 5: 'John C. McGinley', 6: 'Ryan Merriman'}",Brian Helgeland,128,787,0,1,0,40000000,95020213,31.884559,6.8,0.75,0.79,0.62,2013-04-12
The Talented Mr. Ripley,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Matt Damon', 1: 'Gwyneth Paltrow', 2: 'Jude Law', 3: 'Cate Blanchett', 4: 'Philip Seymour Hoffman', 5: 'Jack Davenport', 6: 'James Rebhorn'}",Anthony Minghella,139,767,0,1,1,40000000,128798265,31.385257,7,0.74,0.83,0.76,1999-12-25
Dumb and Dumber To,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Jim Carrey', 1: 'Jeff Daniels', 2: 'Rachel Melvin', 3: 'Kathleen Turner', 4: 'Brady Bluhm', 5: 'Laurie Holden', 6: 'Steve Tom'}",Peter Farrelly,110,1127,0,0,1,40000000,169837010,67.767785,5.4,0.56,0.29,0.36,2014-11-12
Eight Below,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]","{0: 'Paul Walker', 1: 'Bruce Greenwood', 2: 'Moon Bloodgood', 3: 'Jason Biggs', 4: 'Gerard Plunkett', 5: 'August Schellenberg', 6: 'Wendy Crewson'}",Frank Marshall,120,542,0,0,1,40000000,120455994,24.287306,6.7,0.73,0.72,0.64,2006-02-17
The Intern,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Robert De Niro', 1: 'Anne Hathaway', 2: 'Rene Russo', 3: 'Anders Holm', 4: 'JoJo Kushner', 5: 'Andrew Rannells', 6: 'Adam Devine'}",Nancy Meyers,121,1881,0,1,1,35000000,194564672,53.114573,7.1,0.71,0.6,0.51,2015-09-24
Ride Along 2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]","{0: 'Kevin Hart', 1: 'Ice Cube', 2: 'Olivia Munn', 3: 'Tika Sumpter', 4: 'Ken Jeong', 5: 'Tyrese Gibson', 6: 'Nadine Velazquez'}",Tim Story,102,555,0,1,1,40000000,124827316,25.136082,6.1,0.59,0.13,0.32,2016-01-14
The Last of the Mohicans,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]","{0: 'Daniel Day-Lewis', 1: 'Madeleine Stowe', 2: 'Russell Means', 3: 'Eric Schweig', 4: 'Jodhi May', 5: 'Steven Waddington', 6: 'Wes Studi'}",Michael Mann,112,732,0,0,1,40000000,75505856,37.776566,7.1,0.78,0.95,0.76,1992-09-25
Ray,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]","{0: 'Jamie Foxx', 1: 'Kerry Washington', 2: 'Regina King', 3: 'Harry Lennix', 4: 'Clifton Powell', 5: 'Bokeem Woodbine', 6: 'Sharon Warren'}",Taylor Hackford,152,467,0,0,0,40000000,124731534,21.743321,7.2,0.77,0.81,0.73,2004-10-29
